es_ID;Study_no;author;title;date;research_group;source;species_latin;species_eng;geographic_location;model_species_0_wild_1_lab;tip_label;sex;age;pollution_type;measured_part_oryginal;measured_part;colour_type;HSB;UV_VIS_UV_VIS_other;method;carotenoids_type;colour_comment;study_type;raw_or_model;n;ES_physic;ES_biol
402;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;saturation;UV-VIS;spectro;converted;;O;model;50;0.205836903;0.205836903
374;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;hue;UV-VIS;spectro;converted;;O;model;50;-0.222780021;0.222780021
404;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;brightness;UV-VIS;spectro;converted;;O;model;50;0.182449764;0.182449764
405;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;saturation;UV-VIS;spectro;converted;;O;model;50;-0.104236307;-0.104236307
375;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;hue;UV-VIS;spectro;converted;;O;model;50;-0.037485982;0.037485982
407;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;brightness;UV-VIS;spectro;dietary;;O;model;50;0.372732;0.372732
408;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;saturation;UV-VIS;spectro;dietary;;O;model;50;-0.26634;-0.26634
376;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;hue;UV-VIS;spectro;dietary;;O;model;50;0.011036988;-0.011036988
410;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;brightness;UV-VIS;spectro;converted;;O;model;50;0.32855298;0.32855298
411;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;saturation;UV-VIS;spectro;converted;;O;model;50;0.173400734;0.173400734
377;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;hue;UV-VIS;spectro;converted;;O;model;50;-0.197357501;0.197357501
413;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;brightness;UV-VIS;spectro;converted;;O;model;50;0.224444707;0.224444707
414;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;saturation;UV-VIS;spectro;converted;;O;model;50;-0.111713103;-0.111713103
378;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;hue;UV-VIS;spectro;converted;;O;model;50;-0.064187302;0.064187302
416;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;brightness;UV-VIS;spectro;dietary;;O;model;50;0.33860424;0.33860424
417;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;saturation;UV-VIS;spectro;dietary;;O;model;50;-0.30595;-0.30595
379;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;hue;UV-VIS;spectro;dietary;;O;model;50;0.186767971;-0.186767971
419;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;brightness;UV-VIS;spectro;converted;;O;model;50;0.136583245;0.136583245
420;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;saturation;UV-VIS;spectro;converted;;O;model;50;0.162633996;0.162633996
380;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;hue;UV-VIS;spectro;converted;;O;model;50;-0.15748383;0.15748383
422;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;brightness;UV-VIS;spectro;converted;;O;model;50;0.06697175;0.06697175
423;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;saturation;UV-VIS;spectro;converted;;O;model;50;-0.006820544;-0.006820544
381;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;hue;UV-VIS;spectro;converted;;O;model;50;-0.045406424;0.045406424
425;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;brightness;UV-VIS;spectro;dietary;;O;model;50;0.26833375;0.26833375
426;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;saturation;UV-VIS;spectro;dietary;;O;model;50;-0.16228;-0.16228
382;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;hue;UV-VIS;spectro;dietary;;O;model;50;0.027580559;-0.027580559
428;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;brightness;UV-VIS;spectro;converted;;O;model;50;0.205737733;0.205737733
429;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;saturation;UV-VIS;spectro;converted;;O;model;50;0.110809398;0.110809398
383;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;hue;UV-VIS;spectro;converted;;O;model;50;-0.165960594;0.165960594
431;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;brightness;UV-VIS;spectro;converted;;O;model;50;0.126808755;0.126808755
432;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;saturation;UV-VIS;spectro;converted;;O;model;50;0.13209191;0.13209191
384;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;hue;UV-VIS;spectro;converted;;O;model;50;-0.199017792;0.199017792
434;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;brightness;UV-VIS;spectro;dietary;;O;model;50;0.1652066;0.1652066
435;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;saturation;UV-VIS;spectro;dietary;;O;model;50;-0.09836;-0.09836
385;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;hue;UV-VIS;spectro;dietary;;O;model;50;-0.03413766;0.03413766
437;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;brightness;UV-VIS;spectro;converted;;O;model;50;0.153595889;0.153595889
438;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;saturation;UV-VIS;spectro;converted;;O;model;50;0.081224875;0.081224875
386;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;hue;UV-VIS;spectro;converted;;O;model;50;-0.169746191;0.169746191
440;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;brightness;UV-VIS;spectro;converted;;O;model;50;0.010054735;0.010054735
441;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;saturation;UV-VIS;spectro;converted;;O;model;50;0.008488559;0.008488559
387;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;hue;UV-VIS;spectro;converted;;O;model;50;-0.000017361;0.000017361
388;59;Rodriguez_Martinez, S;A source of exogenous oxidative stress improves oxidative status and favors pheomelanin synthesis in zebra finches;2020;;new2023;Taeniopygia_guttata;zebra finch;Seville, Spain;1;Taeniopygia_guttata;M;AD;persistent_organic_pollutants;feathers (flank);feathers;melanin-based;brightness;UV-VIS;spectro;NA;;E;raw;40;0.213070495;-0.213070495
389;60;DePinto, KN;Back to the future: does previously grown ornamental colouration in male House Finches reveal mate quality at the time of pair formation?;2022;McGraw Lab;new2023;Carpodacus mexicanus;house Finch;Arizona;0;Carpodacus_mexicanus;M;AD;urbanisation;feathers;feathers;carotenoid-based;saturation;UV-VIS;photo;converted;"""Converted""";O;raw;57;0.213070495;0.213070495
390;61;Sumasgutner et al.;Carotenoid coloration and health status of urban Eurasian kestrels (Falco tinnunculus);2018;Gamauf Lab;new2023;Falco_tinnunculus;Eurasian kestrels;Vienna, Austria;0;Falco_tinnunculus;M/F;JUV;urbanisation;cere;bare part;carotenoid-based;other;VIS;other;NA;;O;model;154;NA;0.180277564
391;61;Sumasgutner et al.;Carotenoid coloration and health status of urban Eurasian kestrels (Falco tinnunculus);2018;Gamauf Lab;new2023;Falco_tinnunculus;Eurasian kestrels;Vienna, Austria;0;Falco_tinnunculus;M/F;JUV;urbanisation;eye;bare part;carotenoid-based;other;VIS;other;NA;;O;model;154;NA;0.175783958
392;61;Sumasgutner et al.;Carotenoid coloration and health status of urban Eurasian kestrels (Falco tinnunculus);2018;Gamauf Lab;new2023;Falco_tinnunculus;Eurasian kestrels;Vienna, Austria;0;Falco_tinnunculus;M/F;JUV;urbanisation;leg;bare part;carotenoid-based;other;VIS;other;NA;;O;model;154;NA;0.136747943
